uniprot_id,protein,gene,description,n_seq,gene_symbol,CR10_T1,CR10_T2,CR12_T1,CR12_T2,CR149_T1,CR149_T2,CR15_T1,CR163_T1,CR163_T2,CR17_T1,CR17_T2,CR18_T1,CR18_T2,CR22_T1,CR22_T2,CR23_T1,CR25_T1,CR25_T2,CR383_T1,CR386_T1,CR386_T2,CR6_T1,CR6_T2,CR7_T1,CR7_T2,CR72_T1,CR72_T2,CR8_T1,CR8_T2,CR9_T2,PPS2,PPS20,PPS28,PPS31,PPS32,PPS37,PPS40,PPS41,PPS42,PPS44,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,sig.PVal,sig.FDR,pi_score,pi_pval,sig_pi,sig_nominal_01
P61758,PFD3_HUMAN,VBP1,Prefoldin subunit 3,5,"=""""",NA,22.9208146076182,23.1858338938795,22.7010036684345,22.4449926574836,22.7839463815606,23.7318936260301,22.573589018299,22.6192714353729,22.8028987818263,NA,22.9958550940971,22.6662536350627,22.7365108714507,22.8699651738644,23.0459174833,22.7851391400454,23.1234494237363,23.4439087726224,24.1909216419694,NA,23.6190980983236,NA,NA,22.8954556486248,23.7305420374408,23.1211842511704,23.1499746934013,22.9009111703652,NA,23.2410180289482,23.3476327690358,23.6374982994052,23.0868995424755,23.3869841393491,23.2467005331335,22.973263646549,23.3653599399127,23.3736641593981,22.883363303043,-0.207103804032396,-0.731383213988975,0.317175605924183,23.1053445755068,-0.803618845457466,-5.38523804296734,0.427355591689203,0.99407463931736,0,0,0.07646492165180499,0.4363039912520503,0,0
P00450,CERU_HUMAN,CP,Ceruloplasmin,40,"=""""",25.3623007074655,22.2537763153977,22.4493796799587,23.0400648327277,23.6407537342641,22.5561980012953,23.7862967042631,21.3501582539543,21.8700826850621,23.492371426677,23.759398940496,21.1643808335834,22.8761804571649,23.6376561076307,22.7166482339554,25.0254426154411,23.9522485012896,22.5762223051738,20.4884656579625,23.8146983091018,24.0815961064745,21.7812576495972,24.7765675113609,24.9040792560039,22.5476242871002,22.7885262018444,24.7451560638299,21.3160084524329,21.2745877641444,24.8613297444928,20.2294187060337,20.9615319164563,20.2740834196234,19.5048226801074,19.6437237555623,19.8942201480836,19.4751063352408,21.6709204286416,19.4614822884416,20.4792885006176,-0.276523664041427,-1.55853520853106,1.00548788044821,22.3621013879739,-0.436258758754324,-5.69705833951881,0.665050162924201,0.99407463931736,0,0,0.04898494922228234,0.5117550574084199,0,0
Q07021,C1QBP_HUMAN,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial",7,"=""""",23.0605785012612,22.8999220894456,22.4210824262957,22.7040180863481,23.1513345619327,23.3977588079001,22.3980495742939,23.7965222374794,23.4498438037546,22.9483711576902,22.9195871118208,23.0091167740238,23.6863962749457,23.1775210335445,22.8072498606645,22.4494441269481,22.4706797013602,22.8742523521074,23.0152133394691,23.7689266324254,23.3892831159366,22.6785656792499,22.6866783335265,22.9617258456376,22.4220993185163,22.7902161358143,22.6452210460765,23.266599336541,23.5673965097769,23.0312102195729,23.2966454685885,23.3484025676208,23.4642519160553,23.5177962242566,23.3183096992603,23.0513601738348,23.8908281629624,23.0173391494722,23.0977695406225,23.4927955532422,-0.119792707697417,-0.578856229784291,0.339270814389456,23.0835090612569,-0.527790282205796,-5.65626185079141,0.600629606260093,0.99407463931736,0,0,0.026521298602138664,0.6386003280481137,0,0
P00325,ADH1B_HUMAN,ADH1B,All-trans-retinol dehydrogenase [NAD(+)] ADH1B,20,"=""""",23.2369569221865,22.8103703597942,22.2438385332796,22.796505285535,22.0480087372389,21.8450280021736,25.9543691565711,21.1160555504612,20.7058301796673,22.2418899454267,22.6593950186228,21.4082127041091,21.9728080120487,24.8342593019902,23.1581284890193,25.9970979839168,21.8608384139205,21.2079393987424,21.4018269274279,25.5013040482815,23.6264660543184,21.6241575023146,21.1521785123265,24.7078024393989,21.9423234783417,23.2662707985793,23.2053018428316,22.0444948929095,20.95519946394,25.5099090019197,22.2795211180628,22.1628307398707,21.0813696522064,20.7598039200293,21.1255590496197,21.4543756143254,20.5176707968457,22.0552166820905,21.3206820634105,21.4811897817909,-0.0410193139434867,-1.19007968113485,1.10804105324788,22.4318246593886,-0.0722020185935129,-5.78296629507784,0.942809475258134,0.994462820211723,0,0,0.0010491124942886899,0.9272826681246583,0,0
P35573,GDE_HUMAN,AGL,Glycogen debranching enzyme,75,"=""""",22.8603104664422,22.637159884882,22.3447060317687,22.91049996231,22.9522110166312,23.1662341473193,22.1219410961737,23.3395246797603,22.8940988736284,23.070947824512,23.1845512893312,23.9333082649923,23.5849556033984,23.3739095199247,23.873479551839,21.1004272485105,22.6770046741829,23.3218234823086,22.8039237417601,19.7098997641241,22.743856819797,23.485505113487,23.8724383045139,NA,23.2714129979003,22.5779744059112,22.7831691517972,23.5858952929325,23.1800917336573,20.5914690480258,23.2410235357415,23.203593792562,23.722560015866,23.6171766610818,22.9756091266578,23.1615570199204,22.7627110269497,23.3417391685955,23.1505517634556,23.6061912831831,0.110193257691204,-0.530448332059718,0.750834847442127,22.9419344457907,0.348183226758895,-5.72629006908147,0.729620513292169,0.99407463931736,0,0,0.015085783625102657,0.722252597047567,0,0
P10768,ESTD_HUMAN,ESD,S-formylglutathione hydrolase,12,"=""""",23.5009878560156,23.1263175629985,23.4849408469173,22.9011460564525,23.176218628431,22.8849754188851,22.9493737493789,23.2190654175108,23.0545836219418,23.0063265821714,23.0014540695207,23.2968725264834,23.277398682432,23.7523301214753,23.0010112714043,23.5229325648636,23.065963137077,22.6695164139605,23.5404961526669,22.6942842174439,23.0785761897406,23.2493092633019,22.8608068030209,23.0840884193613,22.7867316026366,23.3125661168522,23.2120439814187,23.0327084840109,23.1736307593535,23.5284911898225,23.6554121577444,23.1552279658475,23.0167937688623,23.0703001203241,23.1208748627433,22.8965972467769,22.8272846500899,23.4981826457678,23.1523189050195,23.1478458385378,-0.208416264763805,-0.530740434651947,0.113907905124336,23.1496496467316,-1.30780359821598,-5.0079484367252904,0.198582675108714,0.99407463931736,0,0,0.14632044006437073,0.3121924548933844,0,0
Q9NZU5,LMCD1_HUMAN,LMCD1,LIM and cysteine-rich domains protein 1,23,"=""""",22.5804330510856,23.5141934612609,23.3442216879604,22.9869980513759,23.3802768703225,23.2057114312361,22.2428041387818,23.2677658066424,23.0904877514677,23.4158874608628,23.3666080374691,23.5211034558892,23.3777728320723,22.8261289153962,22.6347980575554,22.4519929950661,22.6183708249666,22.6611180731782,23.5617799711775,21.3351592178881,22.4749585237958,23.4982802288771,23.42233885997,18.9988063746147,22.9153548591477,22.9919252837418,22.7449339961465,23.1973235109035,23.0562339267616,21.0798032394609,24.079672298288,23.3792859254452,23.4736336063083,23.114515510342,23.3433759020728,22.9262418253401,23.1979397516605,23.5111151171206,23.1018000962957,22.8330194484755,-0.105714343898136,-0.69487729890318,0.483448611106909,22.9181042594106,-0.362912794531011,-5.72421376500363,0.718625986769492,0.99407463931736,0,0,0.015169699875055112,0.7217058501913614,0,0
P63241,IF5A1_HUMAN,EIF5A,Eukaryotic translation initiation factor 5A-1,11,"=""""",24.1540331142828,23.2309351530815,23.3132391024108,23.1322596137322,22.9483327649427,23.1265144793789,23.2974124589419,22.6014743113337,22.789708380658,22.9986704070939,23.0560842245292,23.0518223352584,23.3776479157312,24.0512279633954,23.1754279247167,23.7852111007944,23.2690136360513,22.8726975994979,22.8331894932294,24.1133398222825,23.3122308086725,23.1165979944687,22.8319533833497,23.1615529819241,23.0079707125766,23.1076265213955,23.5318336182589,23.1029260241683,22.6286390368264,24.001368462802,23.0192797247676,22.8283773176589,22.5700747242142,22.8333451388426,22.2007896441249,22.6953015882527,22.8085507992679,23.4286866000457,23.0304374021534,22.8370942719773,-0.155179217612542,-0.581169110012024,0.270810674786941,23.1308219639273,-0.736780386007047,-5.53467148574278,0.465657112961103,0.99407463931736,0,0,0.05150922098430556,0.5013668671405139,0,0
P30049,ATPD_HUMAN,ATP5F1D,"ATP synthase subunit delta, mitochondrial",4,"=""""",22.4725691623615,23.0259539474331,22.6861626475073,23.0601134344774,23.2685014578572,22.6697671774131,21.9121507212228,24.0592056922479,23.5273973813134,22.520945499892,22.3432029897701,22.891515237873,23.2510891213075,22.5902678518132,23.7158946219109,22.2257315474703,22.9808328427023,22.9862371442428,22.9787554885481,23.1948424440601,22.7670205675977,23.1320179550741,22.6185411099994,21.4560048598922,23.194495783547602,22.8922027958333,23.2239490618895,20.9539506097065,24.3654238383651,22.4429425718554,23.064780341895,23.1656393163316,23.3489726608916,23.8522727173576,23.6125898926659,23.4101531185616,23.9090145794617,23.3247388308097,23.1133970728007,23.2830965858669,0.480222886415781,-0.160017893464681,1.12046366629624,22.9873085170457,1.51706194184164,-4.74752464979969,0.137301043959183,0.99407463931736,0,0,0.4141087578857494,0.12629852378348824,0,0
P16671,CD36_HUMAN,CD36,Platelet glycoprotein 4,11,"=""""",23.3771936516226,22.5790345483226,21.990130672794,22.8134827445482,21.9054220141892,22.1882551282315,24.8095259172456,21.68096451883,21.7496145308256,21.6926973605096,22.4077745338129,21.3466346954822,21.7850862903521,22.9546007445761,21.3546844630703,24.3671123249525,22.7247183145772,21.9403887918819,21.6049201153972,26.1242179984816,23.5318515066365,21.8942086229296,21.9899145632967,26.4072919725192,22.4804825204806,23.0608756260929,23.0460598431821,21.1514521617828,21.4937629745997,24.9916618830385,21.8017187596683,21.3176787761339,21.514593336822,20.8466258030047,21.2796842447101,21.9430575201889,20.9615159812937,21.7552231093679,21.8490219680302,21.5953478534054,-0.493605139816747,-1.43228082144095,0.445070541807456,22.4077122096722,-1.06357445813817,-5.2671444153458,0.294050755808222,0.99407463931736,0,0,0.2623894849217354,0.1951886276653909,0,0
Q96Q06,PLIN4_HUMAN,PLIN4,Perilipin-4,55,"=""""",22.378002292935,21.9342802603204,21.6763237634761,22.1368866707509,21.8326148722718,21.4608516670574,24.1156440827866,20.6217334375261,20.7079220051776,21.6217309975329,21.8385851799299,21.4008557461108,21.2385119365062,23.113796509645,21.5041734472348,24.5163504406571,22.8995407825788,22.2578391536387,21.4140581107361,26.7303122041168,23.1657702402645,21.3548132572721,20.5948083403838,25.0562592152314,21.9124852006955,22.4483155390423,22.7164457622005,20.9263246953977,20.9510641341766,24.405788199854,21.7110563896836,20.8799532862576,20.5581091413189,20.9908830014516,21.1023398431051,21.4444955925455,20.1462257266568,21.4293338594754,21.7431625308503,21.184577876493,0.0852650972185103,-0.849644391463114,1.02017458590013,22.0030556348336,0.184461406835569,-5.76956519976248,0.854605590496112,0.99407463931736,0,0,0.005818001709913265,0.8157463094587206,0,0
P13693,TCTP_HUMAN,TPT1,Translationally-controlled tumor protein,8,"=""""",23.0668737017354,23.206989089677,23.3297736624964,23.1345785677696,22.9798778552264,22.9420567909666,22.9646354336987,23.3515919577269,23.0500919242155,23.0522855986662,22.8405601924625,23.6870992777095,22.7903833771988,23.1074244760366,23.336717875596,23.1632440717996,23.228502450234,23.1997326006016,23.4633743581428,22.74857675883,22.5895548932514,23.052034354482,22.9506927822831,22.031039105794,22.8732377088777,23.3267513387162,22.8786802688203,23.1405408763298,23.1337072953162,23.0827059813846,23.2425033526037,23.3821480718733,23.0664963407232,23.1262977012539,22.7388127082309,22.9927326179601,23.1128569316122,23.3508908779081,23.2173326994141,23.3412790733443,0.152515220351805,-0.156961672489279,0.461992113192889,23.0818666250242,0.996755753605633,-5.32935807220613,0.325016256662359,0.99407463931736,0,0,0.07444190365680008,0.4461454346637507,0,0
P08574,CY1_HUMAN,CYC1,"Cytochrome c1, heme protein, mitochondrial",7,"=""""",22.5279372839951,22.07829362123,22.5226022420107,22.8382474775026,23.4281710516371,22.8521982009194,22.4636928877818,23.5909835065631,23.2254447512493,23.070583435935198,22.7480142855648,23.2322915494967,23.4533563717768,22.3848346392278,23.4587455634939,21.864219415491,22.7009819270767,22.9151756749994,22.6132902838957,21.5192007538634,23.932866922638,22.9884463703321,23.5727039651585,21.1749622572598,23.4399014925714,23.2753039748959,23.1100425185034,23.9504209351679,23.9801922119682,21.8856911107594,22.7353587001304,22.8355218176965,23.4358229899574,23.2599584092581,22.7314058254344,23.1879952351609,23.3343270193129,23.07798373547,22.9895693640981,23.2537960108995,-0.218562936668878,-0.819133309038875,0.382007435701119,22.9410133947596,-0.736065404882223,-5.53515421091588,0.466087153790119,0.99407463931736,0,0,0.07246079698065286,0.4510661563696009,0,0
O60662,KLH41_HUMAN,KLHL41,Kelch-like protein 41,23,"=""""",22.0003426897076,23.5115991017903,23.2008776386974,23.5432336292634,20.8153052455667,21.9098910153685,21.6334209407433,23.5241213513043,23.4897155169091,23.3183340139562,23.1846508510056,24.2813816906051,23.5621845236389,22.630320598042,23.3612969376703,21.4814817923851,23.0665799857426,24.3115540367903,23.9364979283299,NA,20.8519515353204,22.9474773755367,24.9645081704375,NA,22.4621438966255,22.5992188078525,20.7656521399913,20.8972192459229,22.2996268049427,20.2389791341974,23.0786536401061,23.0968526083765,22.588321104557,22.8488375706866,22.9148011729261,22.7128076852299,22.6633836327854,22.5571874229628,23.0536803105791,23.3477710258169,0.392656335636534,-0.745156190651593,1.53046886192466,22.7276805992729,0.699187993768074,-5.55462430243965,0.488798383231605,0.99407463931736,0,0,0.1220651690032663,0.34390377255330784,0,0
Q9NZ45,CISD1_HUMAN,CISD1,CDGSH iron-sulfur domain-containing protein 1,5,"=""""",22.7153006158579,22.8646495538827,22.625481156489,22.9417035218229,22.9777075617365,23.183875945309,22.5264165721292,23.3690831858049,23.2281207609328,23.005284577154,22.8179437944967,22.8294032983251,23.3770859508399,21.8541368840568,22.977736824695,21.4439644036825,22.7056530127707,22.9128450053137,22.3057114611712,21.3382578618295,22.5780141795179,22.5748649688665,23.1008847600991,NA,23.1812547555513,22.778796047375,22.8101812168945,23.7994353342085,23.2720402647004,21.8882900746025,22.9084552891409,22.8283436708668,23.5584505330076,23.6250883989881,23.675513681255,23.5033453244733,23.7945202385129,23.2523254403735,22.9907866983534,23.2700890398027,-0.0381857607229428,-0.530338937818918,0.453967416373032,22.9074626119203,-0.157061270516711,-5.77113706129912,0.876026538377443,0.99407463931736,0,0,0.0021950220446378004,0.8906506287588847,0,0
P31040,SDHA_HUMAN,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",26,"=""""",22.5586048140575,22.6179509334275,22.6442869664261,22.8128637378909,22.6896862020138,22.6786135543878,22.5472816491436,23.7572469277367,23.4033794876543,22.69033227542,22.3587460788639,23.1295461815706,23.1290305909664,22.5700433710399,22.8462364421135,22.4428907081072,22.7410849112599,22.8459173893401,23.1372760942803,21.5356086669812,22.7827940947628,22.9609849848479,22.8216307314631,22.1909905440752,22.7801762636208,22.9596148103447,22.3564449155049,23.9524193828556,24.2077001788449,22.4321081022661,22.8357218591199,23.2691441178862,23.5539906142733,23.3272667943027,23.3691854027841,23.0126788189902,23.8269095239829,22.9695862466877,23.1533670966145,23.3584667756791,-0.0807759747800034,-0.532584082048899,0.371032132488892,22.9314452060397,-0.361602963095692,-5.72465377641681,0.719596944254527,0.99407463931736,0,0,0.011543750254095046,0.750683433570257,0,0
P07919,QCR6_HUMAN,UQCRH,"Cytochrome b-c1 complex subunit 6, mitochondrial",4,"=""""",22.2420618634065,22.6926189562532,21.8864201870302,22.2094449721911,23.2873909944211,22.4812725639729,22.5380317951584,23.4318644268962,23.3317552138657,23.0032306630477,23.0578542423588,23.1433621456399,22.8473099852406,22.7742146393874,23.0497373691274,21.9558892983948,22.1070937385604,22.4614853244123,22.8904309797111,22.1476409144779,23.4734614073602,23.3710341175202,23.2609695472054,21.466110354517,23.5310610985112,23.2229371392017,22.4363622828446,24.0442008936942,25.0634709716556,22.401483787537,21.991193122578,22.3405397593739,22.9425472173399,23.1608593482092,22.9497040792267,22.628209082732,22.6803798109165,23.0586022353015,22.6881562414185,23.0250134862703,-0.11869737502837201,-0.774528758195897,0.537134008139153,22.8318851564242,-0.366060368347373,-5.72314994407736,0.716294671009776,0.99407463931736,0,0,0.017200232436113315,0.7036632039365773,0,0
P55786,PSA_HUMAN,NPEPPS,Puromycin-sensitive aminopeptidase,39,"=""""",23.0511937305092,23.2651280595999,23.5757533314099,22.952492644171,22.972612071298,23.1466083077914,22.7533570372984,22.8403293329268,22.7275330560539,23.2184074094666,22.9803145436411,23.1729025737882,22.8883874830635,22.9331987899437,23.1031544131407,22.4037875793812,23.2494880919003,23.0417895279122,23.233582758461,21.568983407656,22.7476679508184,23.2512792806672,22.9319896663383,21.5466168811884,23.1317249941774,23.2175821923392,23.1290549081291,23.2059529043317,22.8460104485557,21.9557113731447,23.5508423104754,23.1132804829519,22.9487286527593,23.3299451115211,22.8682377603389,23.0963238658313,23.0314251354722,23.4133592793913,23.2363108673814,23.3645089140134,-0.116971106006009,-0.475399704966115,0.241457492954098,22.974888928231,-0.660054405775679,-5.58387231792312,0.513091372619144,0.99407463931736,0,0,0.033898845032500256,0.5866593767085839,0,0
Q9BQ69,MACD1_HUMAN,MACROD1,ADP-ribose glycohydrolase MACROD1,8,"=""""",22.5840126160738,23.3668031083784,23.0777964690111,22.7877685326241,22.6644705360742,23.14999803573,22.2247337622195,23.3179985936432,23.1673865034883,23.0681022097705,23.1898214096784,23.0976985635308,23.0839706094235,22.4773023734561,22.8314970344859,21.8669903513645,22.7221397256097,22.9952102769293,23.0416833378797,20.0909003020728,23.0223332746206,23.5867473065733,23.0918496979055,NA,23.2914423241403,23.0758257292898,22.1732659966715,23.8314963929966,23.4895912683973,20.9080251755009,22.8917227737055,23.0895034594791,23.1135419410477,23.4522588064774,22.598058353647,23.0599322851167,23.3832345019336,23.4276083109315,23.2273200651949,23.2577273710007,-0.317359934640393,-0.833962370572102,0.199242501291315,22.891737676566,-1.24355099916355,-5.07845775962055,0.221267871206025,0.99407463931736,0,0,0.2078966672243569,0.2449425915800984,0,0
P01011,AACT_HUMAN,SERPINA3,Alpha-1-antichymotrypsin,20,"=""""",25.3203170481869,22.4339249203859,22.4500072386781,22.9852139564151,23.5308578822677,21.7973709912567,23.9348159180772,21.9604413181231,22.0666984375777,22.7421951282331,22.7766379401266,20.9842024392058,22.892241560042,24.2579195408603,22.7515159876862,24.970792128152,24.1983296705738,22.5764052035288,20.9361051354873,23.263186415737,24.1523718902043,21.3503033830555,24.6840512515804,24.6109360512367,22.3298724878739,22.4612053590946,24.3754647108307,21.8668932814488,21.9317473254193,23.3655130117845,19.8902083565119,19.9456201538821,20.3484837000488,20.324228130225,20.0157835080315,19.5555309163624,19.5785800019843,21.7591495361504,19.804855988862,19.8371226463334,-0.371106410053653,-1.60304954722034,0.860836727113039,22.275427513788,-0.609272513453603,-5.61353417692203,0.545870521946273,0.99407463931736,0,0,0.09756771904710182,0.3816293056314926,0,0
Q9UN36,NDRG2_HUMAN,NDRG2,Protein NDRG2,11,"=""""",22.3431924801196,23.3755685985661,23.3114283325591,22.6136486242413,22.7298000336933,23.5536380713187,22.4334189624235,22.8793577106251,23.0653936085707,23.1682842275599,23.2152962899333,23.5171847888592,23.2985912601956,23.10530875312,23.1673755250212,22.8939930434978,22.6989974059037,22.7212596261042,23.5107853250828,NA,22.8220235812613,23.5871858408334,22.8001973948233,20.2826918389312,23.1838838286684,22.9853748543643,22.7198540974954,22.6858044366727,23.1038357886467,21.9633046511482,23.2495044337416,23.1850704508424,23.3428863544757,22.9259329078516,22.4255456025909,22.7129604831939,22.3144793209156,23.0454058229739,23.2698373203543,23.4030535482359,-0.162469888285152,-0.723613520603431,0.398673744033127,22.9131116724466,-0.586093351976673,-5.62434086010157,0.561271602743825,0.99407463931736,0,0,0.04075182331821905,0.5483870967741935,0,0
Q9H0U4,RAB1B_HUMAN,RAB1B,Ras-related protein Rab-1B,9,"=""""",23.7865627599741,23.2166961604792,23.1204752299129,22.9261213871382,23.1070905594163,22.6856817587205,24.3056254670516,22.3967418867756,22.4205190404365,22.6609012884343,22.8618814872037,22.4749595532327,22.7268411755905,23.5999679091984,22.9309043020425,23.8757245269316,23.5146213458091,23.1334211163183,22.8262372238367,23.5900408850073,22.8395289115042,22.7323002296137,22.7414116048909,24.2996636019573,22.585186629015,22.9660571566654,23.5444802477197,22.4366984830353,22.4515875213352,23.9959403270719,22.8200612105854,22.8713096954582,22.2662346796697,22.8301900367411,22.5199411923613,22.7271979605703,22.5738393677581,22.9096693044621,22.6796105155006,22.7737251963553,0.0740881450998216,-0.370297469347173,0.518473759546817,22.9931412233945,0.337203848607542,-5.73256130659088,0.737767995542399,0.99407463931736,0,0,0.009785576166210869,0.7720065609622745,0,0
Q9NZN4,EHD2_HUMAN,EHD2,EH domain-containing protein 2,32,"=""""",23.1695966426612,22.3148336498796,21.8713646700085,22.6127452993584,21.6340340798332,22.1571978889193,24.8393206329568,21.5661605538996,21.7190175651739,21.6053032208369,22.2126160417013,21.1685668247117,21.8020257646142,23.6182457971315,21.874518247295,24.6092844175787,23.0304068699627,22.4151384858414,21.3932400082376,25.7109466640978,24.015905960601,21.687846832098302,21.9792945270928,26.1095205298591,21.9636849308897,23.1206736093267,23.4573320385012,21.9754032674868,21.9038491627094,25.0479733866365,21.1667491648214,21.0874363054202,20.6955436113859,21.0410639695303,20.8907421545506,21.2136771197503,20.8919428321679,21.1407637019405,21.2515434755653,21.3193645022057,-0.5130474814294,-1.41748042242474,0.391385459565944,22.332121860181,-1.14732110059117,-5.18383804252798,0.258225910480943,0.99407463931736,0,0,0.3016720127723483,0.17386550027337344,0,0
P61970,NTF2_HUMAN,NUTF2,Nuclear transport factor 2,5,"=""""",23.8319877653829,23.0825178409464,23.535923707873,22.846803835207,23.1616329570459,22.8637041101522,22.9874090889783,22.785285636815,22.6962088540884,23.1048499572291,22.8046976487112,22.8300325731309,23.0942796993758,23.7277323586966,23.0727506331774,23.5854944299657,23.0964894490149,22.7458358765842,22.8320110709112,23.0418711140085,23.3005672892034,23.0343410368999,22.722142889818,23.5716750015419,23.0973593304869,22.8928506138556,23.0745631089137,23.1493859891716,22.7361847629404,23.9616543515308,22.5689664526811,22.7066885808513,22.2780386987707,22.5761112390333,22.3249703914571,22.5663291043387,22.5685593191536,22.7880871704984,22.6826271107898,22.7460152202929,-0.0816326816053632,-0.426746179690288,0.263480816479561,22.9768659067381,-0.478416236113855,-5.67921836227892,0.635020215283364,0.99407463931736,0,0,0.016098981067899858,0.7145981410606889,0,0
O75369,FLNB_HUMAN,FLNB,Filamin-B,53,"=""""",22.5113943488248,23.4750178752684,23.2918532445717,23.3831614485613,22.4425934534495,22.6360390787072,22.4401846334389,23.2966917238715,23.3748919423829,23.2769003147121,22.863041446154,22.7807733971382,22.6890138131573,22.6223318675814,22.872794640317,21.7483862439216,22.7627033322901,23.6239391686037,23.95931214517,22.3964239396443,22.9367219471386,23.1844593436166,23.2517617141204,22.133383105931,23.0389291200528,22.7384749739556,22.1570283223019,22.8984743888657,22.8964116879863,21.3068196941009,22.6700705379919,22.18968150922,23.1943773642365,23.4028404188045,24.0814903588568,23.6022759777879,22.6750053068039,23.21708337392,22.8776231506776,22.3928595169957,0.230410230052691,-0.447011045034857,0.907831505140239,22.8823304967783,0.687933911113395,-5.56660305592468,0.495558415256857,0.99407463931736,0,0,0.07025326450053274,0.45872061235647893,0,0
P18206,VINC_HUMAN,VCL,Vinculin,68,"=""""",23.301580449577,23.0127806019374,22.7435728166899,22.7196471677471,22.6385568219701,23.3544336123751,24.1251929691195,22.5271971986934,22.6018933267995,22.6434707882975,22.7563391441777,22.6273683902117,22.5986729470886,22.9665301722537,22.8480398351087,23.7309764484856,22.8992298981269,22.933969906344,22.9283807527331,24.8610043362723,22.9830699315268,22.9184177018066,23.0798512310394,23.9965784477663,22.536214053886,22.5521687589959,23.5289636153427,22.4647091364773,22.4086838631051,24.0478378244952,22.9243105485301,22.5718700339962,22.6659039775167,22.6169921670557,22.3156756230546,22.5424582961326,22.3832966119412,22.742387116045,22.5200318580612,22.6836509380641,0.138170215028818,-0.28763652912211,0.563976959179747,22.9325477329712,0.656304965843426,-5.58614165438445,0.515474695677292,0.99407463931736,0,0,0.03976437220919811,0.5549480590486605,0,0
Q03135,CAV1_HUMAN,CAV1,Caveolin-1,9,"=""""",23.269879697787,22.1918141008259,21.5999689137979,22.578276241273,21.6308403429321,21.0798368387027,24.801492633369,20.9717010540248,20.3197512774786,21.396740610753,22.518563422088,21.3721080385426,21.5743434668732,23.9584784099643,21.9494793561886,24.6299509676059,23.2969369778191,22.6099049660513,21.1191234812223,25.4897079097588,24.062234954872,20.9324123339318,22.3059000430375,25.937972155371,21.7144139151055,22.6551617019437,23.4511611251191,21.1462690945292,20.5118501792506,25.227522421142,20.8071238447165,20.9562981599536,20.5606303688748,20.2911176519432,21.0228570665429,20.8433828647521,20.1169475488995,21.1314157853553,20.3279042237442,21.2875582010186,-0.448399906112613,-1.57284263682497,0.676042824599747,22.091225808679,-0.806551242177667,-5.48538472607145,0.424807343623155,0.99407463931736,0,0,0.16671866522283021,0.28649535265172227,0,0
P20929,NEBU_HUMAN,NEB,Nebulin,281,"=""""",21.0652994548261,20.7397367109853,21.8585054203023,24.0216558328381,21.0810509239389,21.1320023977609,20.2442138165323,22.4898868309572,22.6255829210397,21.7734788012368,23.8729488222153,24.472304071004,20.3578880842819,20.8900788036081,20.6298424726654,NA,21.0910065294889,25.4726375681101,22.6076420253585,NA,21.3376943058957,21.8397969684735,26.4014722779845,NA,22.1973009712483,21.3864724049326,20.0285542725446,21.4699911477106,21.0072564974508,NA,22.3983421397077,22.3386728119474,21.5082380519098,21.206190055244,22.2190801376519,21.4127632366435,21.1449163112959,21.5614773788264,21.3950812993313,20.8953033978909,0.323683455076779,-1.63731922517007,2.28468613532362,21.8937323653844,0.335065250918608,-5.72191097578566,0.739571726154061,0.99407463931736,0,0,0.042408909271248435,0.5423728813559322,0,0
P06737,PYGL_HUMAN,PYGL,"Glycogen phosphorylase, liver form",23,"=""""",23.8038906422075,22.6903521108284,23.0790010714991,22.4188355551429,22.9746795234364,22.3277936551249,23.4386325700465,23.4484485968589,23.1815922660069,22.8602395003303,22.7627445051879,23.9601627761973,22.9109161754551,23.7283107177865,23.2538114989527,22.5523204638182,22.9266501526272,22.3785373494085,22.9900563978284,22.6561166402211,22.7583418565662,23.2949714395564,22.8166721951218,24.0695138763477,22.9142852392553,22.7627771569619,23.2142071072173,22.4221149393416,22.8757792514644,23.1882631360197,22.3931372713198,22.0506361144886,22.3741493755938,22.3179642800912,21.5085535059238,22.0867000881477,22.0616848961146,23.0252831867701,22.7431800619375,23.1254751438554,0.164292632179922,-0.422192982583392,0.750778246943236,22.8586695572765,0.56658427370237,-5.63666913211757,0.574237109494372,0.99407463931736,0,0,0.03957953184591329,0.555494805904866,0,0
P43155,CACP_HUMAN,CRAT,Carnitine O-acetyltransferase,22,"=""""",21.9082739963572,22.3675112420119,22.5673921770603,22.5370867676084,23.0891098781176,23.1189451746698,21.6599501340643,23.1818547790392,23.2868193033802,22.6155098836958,22.473194733981,22.5827127113322,22.7225388730247,22.0960808769612,22.6525240896753,22.1377640686371,22.5908281214751,22.7855354309548,23.2849136434587,21.2489787495542,22.5326491348175,23.0288464333788,22.744517130136,NA,23.0097463162742,22.9546420107028,22.1611598960632,23.5308549038584,23.8464202168257,21.0961985477442,23.0897362193295,23.1683991581933,22.7206070276547,23.4210196099537,23.0742905565005,23.5453170662437,23.2837881668042,22.5241508346205,23.6017680612883,23.5348319335004,-0.207958497769582,-0.743423707204701,0.327506711665538,22.7634991758705,-0.786164384496119,-5.49749342139222,0.436637165061967,0.99407463931736,0,0,0.07483995889601444,0.44505194095133954,0,0
